,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
0,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,1,858.0,9900.0,24000.0,63315.82,1900.0,3995.0,7540.0
1,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,2,507.0,5411.5,17659.57,87500.0,1640.0,3713.0,7700.0
2,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,3,138.0,5000.0,29250.0,45000.0,1040.0,2538.0,4603.0
3,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,4,217.0,5650.0,10000.0,18285.27,162.0,386.0,620.0
8,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,9,175.0,3000.0,5278.0,11510.73,780.0,2180.0,5004.0
9,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,10,60.0,9000.0,23500.0,38000.0,912.5,1689.5,3738.0
25,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,33,96.0,1800.0,1900.0,2000.0,153.5,370.5,1385.0
27,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,35,40.0,2000.0,3600.0,72333.32,630.0,1677.5,5455.0
28,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,36,6.0,9400.0,9400.0,9400.0,530.0,1330.0,2835.0
48,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,67,6.0,113100.0,113100.0,113100.0,854.0,983.0,1293.0
51,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,70,858.0,3100.0,20000.0,82800.0,43.0,216.5,953.0
52,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,71,7.0,55000.0,90200.0,125400.0,13.0,354.0,1083.0
58,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,77,13.0,1000.0,1000.0,1000.0,120.0,273.0,604.0
59,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,78,231.0,61000.0,130000.0,220000.0,349.0,575.0,944.0
69,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,200,3057.0,120000.0,200000.0,290000.0,219.0,440.0,878.0
72,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,203,38.0,84354.21,141428.61,222500.0,19.0,109.5,848.5
73,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,204,120.0,11900.0,18250.0,75000.0,18.0,28.0,112.0
78,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,222,53.0,228000.0,325000.0,510000.0,125.0,219.0,432.0
80,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,240,66.0,175000.0,220000.0,290000.0,762.0,1920.5,4221.0
85,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,245,11.0,39050.0,64275.0,89500.0,126.0,480.0,7526.0
87,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,247,42.0,3000.0,3000.0,3000.0,60.0,193.0,805.0
89,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,261,11.0,575000.0,575000.0,575000.0,361.0,1516.0,1711.0
93,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,265,13.0,10000.0,15000.0,20000.0,905.5,1164.5,4102.0
136,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,371,25.0,35359.0,380000.0,742500.0,280.0,440.0,1244.0
150,1000,Royaume de Belgique,Koninkrijk België,Königreich Belgien,CESSION,402,9.0,18200.0,186600.0,355000.0,234.5,273.5,1433.0
