,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
0,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,1,351.0,7145.0,25000.0,75000.0,1370.0,3870.0,7044.0
1,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,2,149.0,9408.0,12000.0,34710.0,1325.0,3085.0,6227.0
2,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,3,32.0,5000.0,5000.0,5000.0,2486.5,3999.5,7105.5
3,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,4,70.0,5017.5,8390.0,42500.0,162.0,588.0,870.0
51,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,70,466.0,6360.0,30000.0,135000.0,39.0,123.0,519.0
59,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,78,137.0,88000.0,147500.0,270000.0,405.0,639.0,914.0
69,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,200,1373.0,180000.0,246712.845,310000.0,230.0,461.5,854.0
72,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,203,12.0,2200.0,6666.66,85000.0,70.0,94.0,431.5
73,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,204,35.0,15000.0,20000.0,35000.0,21.0,39.0,644.0
78,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,222,32.0,290000.0,350000.0,380000.0,210.0,284.0,476.0
80,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,240,31.0,190000.0,230000.0,300000.0,934.0,2160.0,4303.0
87,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,247,16.0,6000.0,131755.0,240000.0,70.0,363.0,970.0
93,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,265,6.0,50000.0,50000.0,50000.0,568.0,1299.0,2303.0
136,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,371,17.0,145000.0,325000.0,670000.0,253.0,819.0,2391.0
155,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,407,46.0,210000.0,325000.0,400000.0,150.0,220.0,605.0
203,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,503,22.0,30000.0,37750.0,65000.0,283.0,717.5,1123.0
230,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,539,37.0,10000.0,15000.0,62500.0,74.5,201.0,1896.0
305,2000,Région flamande,Vlaams Gewest,Flämische Region,COMMUNAUTE,78,210.0,190000.0,190000.0,190000.0,465.0,721.5,950.0
315,2000,Région flamande,Vlaams Gewest,Flämische Region,COMMUNAUTE,200,1939.0,109525.0,234000.0,257000.0,290.0,582.0,1000.0
318,2000,Région flamande,Vlaams Gewest,Flämische Region,COMMUNAUTE,203,16.0,150000.0,150000.0,150000.0,98.0,729.0,1232.5
492,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,1,1493.0,25000.0,90450.0,150000.0,1980.0,4040.0,7980.0
493,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,2,570.0,38600.0,127500.0,185000.0,2090.0,4339.0,8865.0
494,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,3,124.0,9939.0,120000.0,140000.0,1430.0,3347.5,5725.0
495,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,4,175.0,1700.0,5000.0,22150.0,318.0,525.0,929.0
500,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,9,148.0,5500.0,16373.0,225000.0,1449.5,3030.0,6244.0
501,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,10,85.0,23500.0,89250.0,155000.0,1030.0,2480.0,4420.0
519,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,35,36.0,8050.0,8050.0,8050.0,803.5,1930.0,5427.5
543,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,70,244.0,20160.0,97500.0,168750.0,347.5,798.5,2166.5
551,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,78,339.0,100000.0,150000.0,200000.0,517.0,759.0,1028.0
561,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,200,2426.0,175000.0,250000.0,300000.0,256.5,570.0,1015.0
564,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,203,27.0,48240.0,48240.0,48240.0,30.0,93.0,922.0
565,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,204,105.0,32000.0,85000.0,150000.0,19.0,39.0,228.0
570,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,222,128.0,300000.0,465000.0,720000.0,158.0,290.0,530.0
572,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,240,68.0,147500.0,245000.0,309500.0,1229.0,2540.5,3879.0
576,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,244,14.0,52500.0,52500.0,52500.0,1869.0,2272.0,5936.0
577,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,245,16.0,100000.0,100000.0,100000.0,319.5,1948.5,3844.5
579,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,247,63.0,65000.0,157760.0,240000.0,140.0,570.5,1760.0
581,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,261,5.0,70000.0,70000.0,70000.0,701.0,1409.0,3938.0
585,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,265,11.0,50000.0,100000.0,150000.0,183.0,357.0,753.0
628,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,371,32.0,37000.0,151250.0,320000.0,292.0,537.0,1190.0
647,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,407,122.0,150000.0,205000.0,309500.0,113.0,237.0,437.0
653,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,413,6.0,236000.0,455500.0,675000.0,995.0,2067.0,2753.0
695,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,503,47.0,55800.0,130000.0,200000.0,112.0,128.0,1040.0
722,2000,Région flamande,Vlaams Gewest,Flämische Region,DONATIMMEUB,539,39.0,100000.0,150000.0,300000.0,356.0,738.0,2078.0
738,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,1,581.0,7500.0,11250.0,60000.0,1168.0,2995.0,5806.0
739,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,2,295.0,19000.0,27685.0,95000.0,1690.0,4083.0,9024.0
740,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,3,41.0,35000.0,35000.0,35000.0,2226.0,3635.0,6020.0
741,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,4,244.0,8000.0,22500.0,100000.0,148.5,398.0,833.5
746,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,9,97.0,1654.5,4000.0,11540.0,830.0,2646.0,6330.0
747,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,10,58.0,2800.0,5150.0,7500.0,751.0,1637.0,3208.0
765,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,35,34.0,2500.0,3733.0,10000.0,298.0,670.0,3949.0
766,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,36,6.0,2433.0,3858.0,130000.0,2433.0,4979.0,7095.0
786,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,67,12.0,250000.0,350000.0,450000.0,475.5,1191.0,3375.5
789,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,70,759.0,2000.0,8925.0,122000.0,90.0,446.0,1455.0
790,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,71,22.0,130000.0,130000.0,130000.0,545.0,1053.0,2420.0
797,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,78,902.0,5890.0,131000.0,224500.0,303.0,500.0,930.0
807,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,200,3035.0,200000.0,250000.0,320000.0,293.0,591.0,1000.0
810,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,203,34.0,80000.0,80000.0,80000.0,75.0,384.0,1994.0
811,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,204,101.0,10875.0,22500.0,35000.0,27.5,167.0,535.5
816,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,222,166.0,105000.0,210000.0,362000.0,178.0,322.0,481.0
818,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,240,64.0,82500.0,250000.0,285000.0,1314.0,2363.0,3413.5
823,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,245,10.0,40000.0,40000.0,40000.0,954.0,4063.0,5190.0
825,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,247,45.0,804.0,804.0,804.0,195.0,1032.5,2348.0
827,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,261,36.0,5000.0,5949.4,270000.0,655.5,1697.0,5075.0
829,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,263,9.0,144000.0,152000.0,160000.0,840.0,1392.0,3468.0
831,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,265,38.0,12000.0,305000.0,2195000.0,1024.0,2352.0,4371.0
855,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,340,5.0,50000.0,50000.0,50000.0,11534.0,11633.0,12180.0
872,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,357,25.0,18592.05,18592.05,18592.05,2680.0,4535.0,7175.0
874,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,371,125.0,572630.0,1174317.63,1902523.775,571.0,1925.0,5420.0
888,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,402,33.0,653436.0,653436.0,653436.0,254.0,634.0,1849.0
890,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,404,10.0,2974.72,2974.72,2974.72,360.0,523.5,2544.0
891,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,405,12.0,933127.88,933127.88,933127.88,1830.0,2117.0,4217.0
893,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,407,231.0,202330.74,240000.0,335000.0,120.0,231.0,502.0
894,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,408,89.0,300000.0,300000.0,300000.0,1945.0,3317.0,6548.0
899,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,413,24.0,5000.0,5000.0,5000.0,1089.0,2012.0,3572.5
923,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,446,11.0,35985.42,45000.0,400000.0,435.0,3185.0,5800.0
924,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,460,89.0,8061.73,236675.0,2730175.0,920.0,2198.0,3836.0
930,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,482,6.0,7.44,7.44,7.44,280.0,424.5,623.0
939,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,501,9.0,50.0,51.25,52.5,1213.5,6342.0,11944.5
941,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,503,26.0,37057.68,145400.0,147000.0,225.0,751.5,1980.0
968,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,539,126.0,18000.0,85080.0,200000.0,49.0,496.0,2169.0
980,2000,Région flamande,Vlaams Gewest,Flämische Region,OTHER,552,105.0,5000.0,5000.0,5000.0,298.0,634.0,1418.0
984,2000,Région flamande,Vlaams Gewest,Flämische Region,PARTAGE,1,184.0,10000.0,25000.0,140000.0,2132.5,4180.0,7211.0
985,2000,Région flamande,Vlaams Gewest,Flämische Region,PARTAGE,2,118.0,10074.0,24675.0,59300.0,1310.0,3687.5,6710.0
987,2000,Région flamande,Vlaams Gewest,Flämische Region,PARTAGE,4,23.0,160000.0,170000.0,217000.0,213.0,460.0,820.0
