,NISCode,NameFre,NameDut,NameGer,TransactionType,ParcelNature,ParcelsNumber,PriceP25,PriceP50,PriceP75,ParcelsAreaP25,ParcelsAreaP50,ParcelsAreaP75
0,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,1,581.0,10000.0,20000.0,91360.0,1736.0,3420.0,6820.0
1,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,2,260.0,15000.0,22866.16,44933.33,2508.0,4385.0,8595.0
2,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,3,69.0,15178.57,83750.0,155992.25,1585.0,3240.0,4030.0
3,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,4,83.0,2120.6,16136.375,100000.0,185.0,422.0,762.0
8,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,9,71.0,4000.0,7800.0,14166.68,831.0,1980.0,4600.0
9,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,10,28.0,7788.0,69519.0,131250.0,375.0,1225.0,2557.0
10,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,11,11.0,30000.0,30000.0,30000.0,4545.0,6880.0,7840.0
27,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,35,12.0,150000.0,150000.0,150000.0,1187.0,1807.5,2188.5
51,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,70,519.0,10626.0,34000.0,110400.0,39.0,132.0,618.0
52,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,71,5.0,1500.0,1500.0,1500.0,13.0,13.0,96.0
59,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,78,289.0,58900.0,130000.0,200000.0,403.0,561.0,871.0
69,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,200,1833.0,95404.0,210000.0,310000.0,231.0,499.0,929.0
72,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,203,18.0,25000.0,57500.0,90000.0,80.0,608.5,1609.0
73,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,204,44.0,16666.66,30000.0,37200.0,21.0,81.0,345.5
78,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,222,42.0,248750.0,317000.0,497500.0,130.0,212.0,389.0
80,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,240,32.0,90133.875,226687.5,371221.375,966.5,3178.5,5154.5
87,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,247,22.0,37300.0,89800.0,307500.0,165.0,1311.5,2487.0
89,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,261,5.0,500000.0,500000.0,500000.0,920.0,1223.0,1310.0
93,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,265,13.0,72500.0,152267.355,232034.71,382.0,786.0,1533.5
136,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,371,21.0,62460.82,65000.0,90482.51,262.0,765.0,3033.0
150,2000,Région flamande,Vlaams Gewest,Flämische Region,CESSION,402,10.0,351400.0,693000.0,1450000.0,118.0,261.5,1331.0
